EmployeeID,Name,Department,Age,Experience,Salary,City,JoiningDate
224,Priya,HR,49.0,29,98319.0,Hyderabad,2017-05-11
134,Karthik,Sales,35.0,29,111740.0,Delhi,2015-08-20
572,Rahul,HR,30.0,5,42850.0,Mumbai,2024-01-11
105,Kavya,Finance,40.0,27,26342.0,Bangalore,2015-01-29
512,Sneha,Sales,55.0,20,45581.0,Mumbai,2022-11-17
120,Arun,Finance,33.0,17,95792.0,Hyderabad,2015-05-14
320,Arun,Sales,57.0,17,118607.0,Hyderabad,2019-03-14
480,Kavya,HR,37.0,2,114399.0,Mumbai,2022-04-07
135,Kavya,Marketing,30.0,24,40524.0,Mumbai,2015-08-27
520,Kavya,HR,57.0,29,46520.0,Mumbai,2023-01-12
457,Meena,HR,26.0,2,61397.0,Bangalore,2021-10-28
250,Karthik,Operations,23.0,0,47116.0,Mumbai,2017-11-09
325,Suresh,Marketing,46.0,26,63258.0,Delhi,2019-04-18
348,Meena,Marketing,29.0,27,80106.0,Bangalore,2019-09-26
541,Meena,Marketing,43.0,21,87552.0,Bangalore,2023-06-08
252,Divya,Marketing,38.0,15,26645.0,Delhi,2017-11-23
579,Smith,Sales,23.0,2,82132.0,Pune,2024-02-29
418,Priya,Operations,36.0,28,60367.0,Mumbai,2021-01-28
392,Arun,IT,50.0,21,110514.0,Pune,2020-07-30
334,Smith,Finance,25.0,27,90155.0,Hyderabad,2019-06-20
111,Meena,IT,45.0,26,61258.0,Delhi,2015-03-12
380,John,Finance,24.0,28,85500.0,Pune,2020-05-07
172,Kavya,Finance,28.0,2,49519.0,Pune,2016-05-12
353,Rahul,Operations,51.0,5,81373.0,Bangalore,2019-10-31
193,Priya,IT,45.0,27,57265.0,Hyderabad,2016-10-06
578,Meena,HR,48.0,10,60435.0,Delhi,2024-02-22
450,John,HR,33.0,10,99182.0,Mumbai,2021-09-09
516,Kavya,Operations,50.0,15,116748.0,Mumbai,2022-12-15
475,Arun,Operations,40.0,12,78302.0,Hyderabad,2022-03-03
501,Smith,Operations,52.0,1,99666.0,Mumbai,2022-09-01
293,Karthik,Sales,22.0,26,95480.0,Hyderabad,2018-09-06
358,Meena,IT,40.0,10,64986.0,Delhi,2019-12-05
581,Sneha,Operations,50.0,5,107050.0,Pune,2024-03-14
440,John,Operations,22.0,25,65809.0,Pune,2021-07-01
452,Smith,Operations,37.0,27,84052.0,Chennai,2021-09-23
296,John,IT,46.0,0,74840.0,Delhi,2018-09-27
444,John,HR,22.0,18,106182.0,Bangalore,2021-07-29
238,Arun,HR,24.0,20,77329.0,Delhi,2017-08-17
361,Sneha,HR,38.0,10,104111.0,Delhi,2019-12-26
139,Divya,HR,49.0,23,45611.0,Hyderabad,2015-09-24
302,Arun,IT,37.0,26,45806.0,Pune,2018-11-08
567,Priya,Finance,44.0,11,79237.0,Bangalore,2023-12-07
391,Arun,Finance,30.0,28,112955.0,Mumbai,2020-07-23
549,Kavya,Finance,28.0,1,112833.0,Chennai,2023-08-03
290,Sneha,IT,,21,35395.0,Pune,2018-08-16
352,John,Operations,42.0,1,99055.0,Delhi,2019-10-24
213,Smith,Finance,53.0,2,102834.0,Hyderabad,2017-02-23
538,Kavya,Finance,38.0,3,95855.0,Chennai,2023-05-18
284,Sneha,Marketing,40.0,27,112895.0,Delhi,2018-07-05
253,Divya,Marketing,23.0,22,72523.0,Hyderabad,2017-11-30
413,Vikram,Finance,43.0,14,53529.0,Pune,2020-12-24
426,Suresh,Sales,56.0,28,99532.0,Delhi,2021-03-25
292,John,Finance,39.0,2,52696.0,Mumbai,2018-08-30
145,Smith,HR,57.0,11,84207.0,Bangalore,2015-11-05
545,John,IT,33.0,5,62641.0,Pune,2023-07-06
376,Divya,Finance,24.0,24,31150.0,Chennai,2020-04-09
107,Arun,Operations,32.0,28,44216.0,Mumbai,2015-02-12
351,Smith,Finance,55.0,4,88230.0,Hyderabad,2019-10-17
412,Divya,Finance,44.0,21,76920.0,Pune,2020-12-17
176,Divya,Finance,29.0,10,96324.0,Hyderabad,2016-06-09
101,Meena,Marketing,50.0,12,64809.0,Delhi,2015-01-01
529,Arun,Sales,45.0,7,25338.0,Hyderabad,2023-03-16
492,Karthik,Finance,54.0,16,72304.0,Delhi,2022-06-30
484,Meena,Marketing,49.0,14,92298.0,Mumbai,2022-05-05
533,Meena,Sales,34.0,5,36344.0,Mumbai,2023-04-13
169,John,Operations,36.0,20,79917.0,Pune,2016-04-21
268,Smith,IT,38.0,18,88731.0,Chennai,2018-03-15
493,Smith,IT,33.0,11,57921.0,Mumbai,2022-07-07
319,Divya,Finance,29.0,5,97847.0,Hyderabad,2019-03-07
143,Arun,Sales,,5,109056.0,Pune,2015-10-22
467,Smith,Sales,51.0,16,82492.0,Delhi,2022-01-06
446,Vikram,Sales,26.0,2,54402.0,Delhi,2021-08-12
173,Smith,Marketing,30.0,15,112487.0,Bangalore,2016-05-19
124,John,HR,49.0,19,30415.0,Chennai,2015-06-11
499,Priya,Finance,34.0,19,59008.0,Bangalore,2022-08-18
286,Arun,Operations,24.0,6,62148.0,Chennai,2018-07-19
449,Priya,Finance,24.0,13,72924.0,Delhi,2021-09-02
204,Arun,Sales,47.0,0,89772.0,Hyderabad,2016-12-22
508,Suresh,IT,50.0,24,59020.0,Chennai,2022-10-20
312,Meena,Operations,37.0,1,27079.0,Delhi,2019-01-17
168,Smith,Operations,50.0,0,66157.0,Mumbai,2016-04-14
126,Arun,IT,36.0,7,68925.0,Delhi,2015-06-25
297,Smith,Finance,44.0,21,77853.0,Chennai,2018-10-04
276,Kavya,Sales,54.0,12,31783.0,Chennai,2018-05-10
